1407159257,678.0000,678.0300,676.1200,678.0300,7900
1407159543,677.4300,679.6800,677.4300,678.1500,8800
1407159861,677.3000,678.7200,677.0001,677.0001,5100
1407160163,676.4200,678.1400,676.3500,677.1400,10500
1407160491,679.8097,679.9300,677.0000,677.0000,5300
1407160777,679.2600,679.8830,678.7155,679.8830,3700
1407161073,678.0000,679.5500,677.6800,679.0600,5100
1407161315,678.2900,678.9100,678.1000,678.9100,600
1407161670,677.2600,678.3760,676.8700,678.2900,4700
1407161939,676.7700,678.1900,676.7700,678.1900,1800
1407162275,677.0100,677.6990,677.0100,677.1100,2100
1407162599,676.5250,677.2100,676.3400,677.0000,3600
1407162855,676.5100,677.1400,676.1800,676.8000,2300
1407163150,676.7300,676.7300,675.7301,676.5100,4700
1407163459,676.6350,676.9300,676.4800,676.7900,2100
1407163686,676.2950,676.4900,675.9500,676.2800,2700
1407164070,676.3525,676.6373,675.7500,676.1500,3400
1407164392,675.3200,676.0225,674.8000,676.0225,3700
1407164664,674.4800,675.7200,674.4800,675.3200,4400
1407164972,675.3800,676.0700,674.4400,674.4400,3200
1407165194,675.4300,675.4300,675.3900,675.3900,300
1407165512,676.4400,676.4400,675.3900,675.3900,2100
1407165894,676.4500,676.7600,675.5400,676.1100,3900
1407166147,677.4200,677.4800,675.5400,676.4500,9400
1407166391,677.2400,677.9850,677.2400,677.8987,4000
1407166700,677.5700,677.5700,676.9800,677.2400,1800
1407167078,676.6700,677.1600,676.6079,677.1600,1800
1407167361,676.9400,677.4800,676.7600,676.7692,2700
1407167665,676.6300,677.3000,676.5500,677.0000,1900
1407167976,676.6800,677.1800,676.6300,677.1800,1100
1407168181,676.7800,677.2200,676.5800,677.2100,3800
1407168420,676.9350,677.4200,676.7600,677.2300,4100
1407168869,677.3000,677.3500,676.6903,677.0000,2600
1407169101,677.6700,677.7640,677.1700,677.5000,1100
1407169455,677.9010,678.0000,676.7100,677.2400,3700
1407169754,678.4999,678.7300,678.1400,678.1600,1500
1407170092,678.1300,678.6600,677.5600,678.6600,3900
1407170347,678.1900,678.1900,677.4900,678.1700,3100
1407170672,678.2800,678.6800,678.1900,678.1900,4200
1407170985,678.2108,678.5100,677.9600,678.5100,1200
1407171240,678.8500,678.8500,678.3400,678.3400,2700
1407171598,679.4000,679.4000,678.3000,678.7750,7600
1407171853,679.5300,680.0370,679.3600,679.4800,9000
1407172089,680.7777,680.8450,679.9700,679.9700,7400
1407172476,679.9199,680.7620,679.7550,680.7620,2900
1407172742,679.1400,679.3300,678.5050,679.0600,4200
1407173010,679.5310,679.5400,678.9000,679.2300,1400
1407173342,678.9901,679.5050,678.5000,679.2500,2800
1407173659,680.5300,680.5300,679.2700,679.5100,3500
1407173994,681.2400,681.2700,680.4100,680.4100,8700
1407174240,681.7100,681.7100,680.5100,681.5500,10700
1407174540,681.9600,682.2300,681.2000,681.2510,6000
1407174844,682.3400,682.4800,681.5250,681.5250,20900
1407175084,681.9000,682.7000,681.3300,682.3950,14900
1407175446,682.2000,682.3934,681.5000,681.7000,8100
1407175790,682.0100,682.1000,681.6800,682.0000,9200
1407176092,684.2700,684.4800,682.0100,682.0100,12400
1407176350,684.8000,684.9600,683.8600,684.1400,12800
1407176645,684.3000,685.2200,684.1500,684.6200,9200
1407176947,686.0500,686.0500,684.0246,684.0246,21400
1407177297,684.7950,686.0000,684.7700,686.0000,16700
1407177552,684.6770,684.9900,683.9300,684.7700,8500
1407177845,683.3500,684.7400,683.3000,684.6400,5800
1407178148,684.4500,685.0000,683.4100,683.4400,7100
1407178475,684.7675,685.1350,684.4100,685.1100,2000
1407178782,684.2000,684.9999,684.2000,684.9999,2100
1407178980,684.4800,684.7700,684.1100,684.7700,2300
1407179340,683.5900,684.3440,683.2200,684.1100,2100
1407179647,683.2080,683.2080,682.5500,683.1900,3400
1407179985,683.9406,683.9406,683.2200,683.2200,1800
1407180252,683.1000,683.9000,683.1000,683.9000,1300
1407180421,683.1400,683.1400,682.7000,682.7027,3200
1407180875,683.3200,683.8000,683.0000,683.5001,4400
1407181188,684.2300,684.4790,683.7200,683.7200,3900
1407181410,684.4400,684.4400,683.7500,683.7500,3100
1407181753,682.9840,684.3400,682.8600,684.3400,11300
1407182040,683.3000,683.4399,682.8900,683.0500,15000
1407182399,682.9800,684.0200,682.7966,683.1400,17400
