20130812,147.3800,150.5000,142.0500,149.4300,14912200
20130813,145.4300,149.8400,144.4500,149.5000,8748900
20130814,139.3600,144.8400,138.0500,142.7200,11693800
20130815,139.6700,143.6000,135.0000,136.4300,10179200
20130816,142.0000,143.9100,140.9700,141.6300,7108100
20130819,144.9000,147.3800,142.8300,143.4300,8037700
20130820,149.5800,149.7800,147.0000,148.6500,6418200
20130821,147.8600,150.3100,146.2500,150.0000,6266300
20130822,157.1000,157.4800,148.1400,149.2200,10592400
20130823,161.8400,162.3000,155.0000,157.0000,12931900
20130826,164.2200,173.0000,160.2500,165.1500,24171100
20130827,167.0100,168.8000,160.9500,162.3000,17566900
20130828,166.4500,171.5000,163.2500,169.0600,14740100
20130829,166.0600,167.7500,162.5100,164.2200,9436000
20130830,169.0000,169.2100,163.9600,166.3700,11028400
20130903,168.9400,173.7000,166.4000,173.4000,12061100
20130904,170.6200,171.6200,165.5600,169.7700,11475700
20130905,169.9300,171.5000,168.2500,170.1000,6685300
20130906,166.9700,169.7000,165.1500,168.5700,8619700
20130909,160.7000,164.5000,158.5100,163.1200,14344500
20130910,166.3700,167.5000,160.6300,161.4500,8967800
20130911,163.5200,167.9000,162.1300,166.4100,5832500
20130912,164.9300,166.7600,160.5100,164.0000,6160000
20130913,165.5400,166.3700,162.1600,162.7700,5401200
20130916,166.5800,170.8500,165.8500,168.0000,7574900
20130917,166.2300,168.4200,163.3600,165.0800,5496900
20130918,166.2200,167.4500,164.2000,167.0700,5439700
20130919,177.9200,180.4700,169.0800,170.8000,15594600
20130920,183.3900,185.8300,178.5600,178.9000,13401700
20130923,181.1100,185.4800,177.1100,184.4800,8173400
20130924,182.3300,184.9600,177.6500,179.1400,6273400
20130925,185.2400,186.3000,180.5000,183.5600,8252700
20130926,188.6400,189.6800,185.6100,186.7000,6614400
20130927,190.9000,191.2800,186.4300,187.5200,5916400
20130930,193.3700,194.5000,188.0000,189.0000,8924700
20131001,193.0000,194.2300,188.3700,193.9600,7755900
20131002,180.9500,191.8300,175.4000,188.5900,20775400
20131003,173.3100,179.6900,168.0000,175.0500,23816500
20131004,180.9800,181.1800,172.6500,176.4000,14414000
20131007,183.0700,186.7300,180.2600,182.4600,11485600
20131008,174.7300,185.9300,173.2100,184.4000,13757200
20131009,168.7800,174.9900,161.5000,174.7300,15316500
20131010,172.9300,175.7500,169.6900,173.0900,8883900
20131011,178.7000,179.2900,171.2000,172.7500,8311100
20131014,179.7200,182.5000,174.1500,175.0000,7769600
