20130812,402.9700,407.5700,401.7400,403.5000,192900
20130813,406.3400,406.9700,400.1700,401.9400,169100
20130814,404.6400,406.1900,402.0000,405.2400,101200
20130815,401.4800,404.6700,397.0100,401.9400,269400
20130816,401.9400,404.9500,400.3400,401.3300,171200
20130819,403.6000,407.2600,400.3700,401.6000,172200
20130820,407.5500,412.2000,405.6600,407.3700,273400
20130821,403.0000,407.6100,402.3400,406.4600,195900
20130822,407.0500,408.8500,402.5600,405.7000,259300
20130823,402.7900,406.1700,401.8800,403.9500,235000
20130826,402.0900,405.0000,401.0500,405.0000,208900
20130827,400.0800,403.9400,398.0000,398.5300,270900
20130828,403.0500,408.1700,401.5000,401.5000,271600
20130829,406.7800,409.9900,403.9400,403.9400,314200
20130830,408.1700,408.9900,405.5100,406.3300,276600
20130903,404.9000,412.7300,403.3700,410.2500,250700
20130904,409.7100,410.3700,404.4800,406.3000,267700
20130905,408.7200,412.3400,408.0000,409.1700,174600
20130906,408.5200,411.7700,403.5300,408.7800,256400
20130909,411.7000,412.6800,408.0000,408.5400,220200
20130910,418.6400,419.0000,412.8700,413.2500,288600
20130911,423.4800,423.4900,415.8500,416.8300,353700
20130912,421.6400,425.0000,420.1100,420.3000,220400
20130913,425.3400,425.5000,419.2900,423.8500,277900
20130916,423.4600,427.5200,421.0000,427.5200,342100
20130917,425.4100,425.8700,421.7200,424.8600,165000
20130918,426.2300,427.5000,423.1000,425.4000,303100
20130919,421.7000,427.7200,421.5100,426.7500,250100
20130920,415.0800,424.9100,414.9600,420.9300,580800
20130923,415.2400,418.5500,412.3500,415.3500,208000
20130924,418.7600,423.7800,415.7400,418.4200,396200
20130925,415.5900,419.3600,415.0000,418.7400,152800
20130926,420.3400,422.0000,415.9500,416.2500,180200
20130927,419.0000,420.0000,417.9900,417.9900,124100
20130930,428.8000,429.7800,422.0000,422.6400,469700
20131001,425.6700,431.0000,422.0400,429.1900,309400
20131002,427.1400,427.3900,420.2000,425.6700,227700
20131003,426.5000,428.5300,421.0100,426.1500,440200
20131004,434.1200,434.3600,425.8600,426.5000,335900
20131007,433.4000,434.2200,428.9100,430.0000,523700
20131008,427.7200,434.0000,423.3900,432.1200,634800
20131009,428.6700,432.7500,423.2500,430.0000,443000
20131010,435.8700,436.9500,430.2800,432.0700,309800
20131011,443.6100,443.9300,438.0800,439.2000,411200
20131014,442.0200,447.6500,440.5400,441.4200,543300
20131015,433.6100,443.6900,432.9300,441.4300,554300
20131016,438.0700,438.5100,434.1200,436.5700,510800
20131017,439.0700,442.4700,438.0500,438.6000,898000
20131018,509.7400,511.1000,477.3400,481.0500,2438900
20131021,509.2500,512.0000,506.5000,509.5900,909800
20131022,520.0000,520.7200,509.0800,509.0800,817600
20131023,520.7900,522.5000,514.6800,515.0200,586500
20131024,522.9700,524.5400,517.8500,521.1300,424100
20131025,527.5000,528.0000,521.1000,522.0500,475000
20131028,527.8500,527.9200,522.7800,527.0000,418500
20131029,527.9300,529.9000,523.1400,527.9900,338200
20131030,524.3500,529.8400,522.8500,528.9500,284800
20131031,526.9700,531.4300,521.4400,521.4400,323000
20131101,527.6000,529.8900,524.9000,526.7800,367400
20131104,535.1800,536.5600,526.5800,529.5000,364800
20131105,543.0500,543.6800,533.2100,535.0300,412700
20131106,539.6300,546.8000,537.7600,543.2100,465700
20131107,525.0200,540.0100,524.6700,540.0100,652900
20131108,535.2000,536.8000,525.4900,527.8000,428900
20131111,536.4400,537.2400,534.0000,535.7100,164400
20131112,535.4200,537.7300,532.0000,535.7600,226600
20131113,537.5800,538.3800,533.1100,534.5500,216800
20131114,543.9200,544.6700,534.3000,534.3000,255300
20131115,546.9700,549.5000,544.8800,545.9900,309800
20131118,537.5100,550.2800,535.1600,547.2300,274200
20131119,538.1600,541.8100,537.7300,539.0000,246000
20131120,531.6600,542.5100,528.4600,536.0000,254400
20131121,539.2200,542.0000,531.2000,534.9000,382100
20131122,537.4800,544.0000,536.4800,544.0000,221100
20131125,532.3100,540.9400,530.8800,537.5500,201500
20131126,525.0000,532.7700,525.0000,532.1600,392800
20131127,525.0000,527.0800,523.1200,526.2100,307800
20131129,523.8600,529.7200,523.1900,525.2400,160100
20131202,524.5000,526.6000,520.4900,521.5000,238100
20131203,522.6400,524.9900,521.2600,523.3300,229300
20131204,518.1100,522.6300,516.0100,520.5500,321300
20131205,521.0100,525.0000,517.1100,518.2000,249100
20131206,525.8100,526.2500,519.5900,521.0000,212100
20131209,527.3200,529.9900,525.0100,525.7100,278100
20131210,521.5300,525.9200,520.2400,525.9200,229900
20131211,517.5700,523.9400,516.3300,523.3100,252200
20131212,515.0200,522.5400,514.6200,516.3200,281000
20131213,512.8500,520.9900,511.2800,518.5100,349300
20131216,515.3800,517.3600,511.4500,514.7000,374200
20131217,512.6400,518.0000,509.3500,515.7900,288900
20131218,516.8900,517.0000,506.4400,510.0500,327200
20131219,514.5800,521.2300,514.0000,517.0000,321400
20131220,533.1400,533.7700,515.8600,517.2800,861100
20131223,531.0300,537.0000,527.9400,535.5000,349900
20131224,533.1100,534.0000,529.9900,529.9900,104700
20131226,535.4300,535.7600,530.4400,532.5900,210800
20131227,530.7500,536.8400,529.6500,536.8400,238500
20131230,532.0400,534.5900,528.0100,530.3300,263100
20131231,532.7800,534.0700,529.5100,533.8000,197300
20140102,523.4300,532.9600,521.5300,530.0000,456500
20140103,531.3100,534.0100,523.4800,524.0000,409100
20140106,527.3200,534.7200,523.0800,534.7200,415100
20140107,533.0600,535.7000,526.3700,528.8000,308800
20140108,535.8500,536.1900,528.0900,529.5000,411300
20140109,541.0300,548.1400,536.1500,536.9500,529800
20140110,538.5700,544.8700,536.7100,542.0800,379200
20140113,529.8000,544.4900,526.3700,539.7100,510300
20140114,530.2800,533.4700,526.4200,531.9800,373200
20140115,532.2500,535.2900,529.8000,534.0000,243000
20140116,529.5100,534.1900,527.8100,532.8700,260300
20140117,527.6100,535.6400,526.0800,535.6400,403700
20140121,525.5700,531.7600,523.2100,531.7100,386600
